01/13/2016                                                                                                                                                       routing check for SNP                                                                                                                                                          1
routing check for SNP
Material	Group	Act	Ctrl	    StdVal	Base Quantity	Unit	phas	Plnt	Valid From	Task list description	Usage	DeID	DelFg	GrC	Stat	Work ctr	Operation short text	Un	T	Created	Created by	Seq.	Relevancy to Costing Indicator	Subcontr.	Info rec.	POrg	Cost Elem.	Old task list no.	ActTyp	B	GrC	Fld key	ActTyp	StdVal	Unit
35577D15-ZVYU35F	50268064	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC2-35577D15-ZVYU35F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D15-ZVYU35F	50268064	0100	ZP04	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D15-ZVYU35F	1			1	4		Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X		5500078098	CPO1	650072				1				
35577D15-ZVYU35T	50286326	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D15-ZVYU35T	1			1	4	ZVYT	UNIT BASED	EA	N	11/23/2010	SCONRAD	0									1	UNIT			
35577D15-ZVYU35T	50286326	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC2-35577D15-ZVYU35T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D15-ZVYU35T	50286326	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D15-ZVYU35T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500085630	CPO1	650071				1				
35577D15-ZVYU36A	50250393	0010	PP01	      100	       1,000	MIN	A	ATC5	01/01/2008	ATC2-35577D15-ZVYU36A	1			1	4	ZVYA	ASSEMBLY	EA	N	11/22/2010	SCONRAD	0									1				
35577D15-ZVYU36A	50250393	0020	PP01	        1	       1,000	S	A	ATC5	01/01/2008	ATC2-35577D15-ZVYU36A	1			1	4	DUMMY	ASSEMBLY	EA	N	11/22/2010	SCONRAD	0									1				
35577D15-ZVYU36A	50250393	0100	ZP04	        0	       1,000	MIN	A	ATC5	01/01/2008	ATC2-35577D15-ZVYU36A	1			1	4		Assembly	EA	N	11/22/2010	SCONRAD	0	X		5500094029	CPO1	650070				1				
35577D15-ZVYU36F	50268066	0010	PP01	       10	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D15-ZVYU36F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D15-ZVYU36F	50268066	0020	PP01	        1	       1,000	S	F	ATC5	01/01/2008	ATC2-35577D15-ZVYU36F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D15-ZVYU36F	50268066	0100	ZP03	        0	       1,000	MIN	F	ATC5	01/01/2008	ATC2-35577D15-ZVYU36F	1			1	4		No Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X								1				
35577D15-ZVYU36T	50286327	0010	ZP01	      100	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D15-ZVYU36T	1			1	4	ZVYT	UNIT BASED	EA	N	11/23/2010	SCONRAD	0									1	UNIT			
35577D15-ZVYU36T	50286327	0020	PP01	        1	       1,000	S	T	ATC5	01/01/2008	ATC2-35577D15-ZVYU36T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D15-ZVYU36T	50286327	0100	ZP04	        0	       1,000	MIN	T	ATC5	01/01/2008	ATC2-35577D15-ZVYU36T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500085631	CPO1	650071				1				
35577D17-AUTU11F	50268068	0010	PP01	       10	       1,000	MIN	F	ATK6	01/01/2008	ATK3-35577D17-AUTU11F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU11F	50268068	0020	PP01	        1	       1,000	S	F	ATK6	01/01/2008	ATK3-35577D17-AUTU11F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU11F	50268068	0100	ZP04	        0	       1,000	MIN	F	ATK6	01/01/2008	ATK3-35577D17-AUTU11F	1			1	4		Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X		5500078763	CPO1	650072				1				
35577D17-AUTU11F	50268070	0010	PP01	       10	       1,000	MIN	F	LNG5	01/01/2008	LING-35577D17-AUTU11F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU11F	50268070	0020	PP01	        1	       1,000	S	F	LNG5	01/01/2008	LING-35577D17-AUTU11F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU11F	50268070	0100	ZP04	        0	       1,000	MIN	F	LNG5	01/01/2008	LING-35577D17-AUTU11F	1			1	4		Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X		5500084572	CPO1	650072				1				
35577D17-AUTU11T	50286328	0010	ZP01	      1.0	       8,290	HR	T	ATK5	01/01/2008	ATK1-35577D17-AUTU11T	1			1	4	SVM1032T	UNIT BASED	EA	N	11/23/2010	SCONRAD	0									1	UNIT			
35577D17-AUTU11T	50286328	0020	PP01	        1	       1,000	S	T	ATK5	01/01/2008	ATK1-35577D17-AUTU11T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU11T	50286328	0100	ZP04	        0	       1,000	MIN	T	ATK5	01/01/2008	ATK1-35577D17-AUTU11T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500080509	CPO1	650071				1				
35577D17-AUTU11T	50286330	0010	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LING-35577D17-AUTU11T	1			1	4	SVM1012T	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU11T	50286330	0020	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LING-35577D17-AUTU11T	1			1	4	SVM1014T	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU11T	50286330	0030	ZP01	        1	       1,000	S	T	LNG5	01/01/2008	LING-35577D17-AUTU11T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU11T	50286330	0100	ZP04	        0	       1,000	MIN	T	LNG5	01/01/2008	LING-35577D17-AUTU11T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500070203	CPO1	650071				1				
35577D17-AUTU12F	50268072	0010	PP01	       10	       1,000	MIN	F	SJO1	01/01/2008	SJO2-35577D17-AUTU12F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU12F	50268072	0020	PP01	        1	       1,000	S	F	SJO1	01/01/2008	SJO2-35577D17-AUTU12F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU12F	50268072	0100	ZP03		       1,000		F	SJO1	01/01/2008	SJO2-35577D17-AUTU12F	1			1	4	SJO120	Internal Finishing	EA	N	11/22/2010	SCONRAD	0	X								1				
35577D17-AUTU12T	50346599	0010	ZP01	      100	       1,000	MIN	T	LNG5	01/01/2008	LNG5-35577D17-AUTU12T	1			1	4	AUTTSI	UNIT BASED	EA	N	09/28/2011	BPENUMAKA	0									1	UNIT			
35577D17-AUTU12T	50346599	0020	PP01	        1	       1,000	S	T	LNG5	01/01/2008	LNG5-35577D17-AUTU12T	1			1	4	DUMMY	TEST	EA	N	09/28/2011	BPENUMAKA	0									1				
35577D17-AUTU12T	50346599	0100	ZP04	        0	       1,000	MIN	T	LNG5	01/01/2008	LNG5-35577D17-AUTU12T	1			1	4		Final Test	EA	N	09/28/2011	BPENUMAKA	0	X		5500070204	CPO1	650071				1				
35577D17-AUTU13F	50268073	0010	PP01	       10	       1,000	MIN	F	ATK6	01/01/2008	ATK3-35577D17-AUTU13F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU13F	50268073	0020	PP01	        1	       1,000	S	F	ATK6	01/01/2008	ATK3-35577D17-AUTU13F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU13F	50268073	0100	ZP04	        0	       1,000	MIN	F	ATK6	01/01/2008	ATK3-35577D17-AUTU13F	1			1	4		Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X		5500078764	CPO1	650072				1				
35577D17-AUTU13F	50268075	0010	PP01	       10	       1,000	MIN	F	LNG5	01/01/2008	LING-35577D17-AUTU13F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU13F	50268075	0020	PP01	        1	       1,000	S	F	LNG5	01/01/2008	LING-35577D17-AUTU13F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU13F	50268075	0100	ZP04	        0	       1,000	MIN	F	LNG5	01/01/2008	LING-35577D17-AUTU13F	1			1	4		Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X		5500084574	CPO1	650072				1				
35577D17-AUTU13T	50286332	0010	ZP01	      1.0	       8,290	HR	T	ATK5	01/01/2008	ATK1-35577D17-AUTU13T	1			1	4	SVM1032T	UNIT BASED	EA	N	11/23/2010	SCONRAD	0									1	UNIT			
35577D17-AUTU13T	50286332	0020	PP01	        1	       1,000	S	T	ATK5	01/01/2008	ATK1-35577D17-AUTU13T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU13T	50286332	0100	ZP04	        0	       1,000	MIN	T	ATK5	01/01/2008	ATK1-35577D17-AUTU13T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500080510	CPO1	650071				1				
35577D17-AUTU13T	50286334	0010	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LING-35577D17-AUTU13T	1			1	4	SVM1012T	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU13T	50286334	0020	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LING-35577D17-AUTU13T	1			1	4	SVM1014T	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU13T	50286334	0030	ZP01	        1	       1,000	S	T	LNG5	01/01/2008	LING-35577D17-AUTU13T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU13T	50286334	0100	ZP04	        0	       1,000	MIN	T	LNG5	01/01/2008	LING-35577D17-AUTU13T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500070205	CPO1	650071				1				
35577D17-AUTU14F	50268076	0010	PP01	       10	       1,000	MIN	F	ATK6	01/01/2008	ATK3-35577D17-AUTU14F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU14F	50268076	0020	PP01	        1	       1,000	S	F	ATK6	01/01/2008	ATK3-35577D17-AUTU14F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU14F	50268076	0100	ZP03	        0	       1,000	MIN	F	ATK6	01/01/2008	ATK3-35577D17-AUTU14F	1			1	4		No Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X								1				
35577D17-AUTU14F	50268078	0010	PP01	       10	       1,000	MIN	F	LNG5	01/01/2008	LING-35577D17-AUTU14F	1			1	4	FGF	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU14F	50268078	0020	PP01	        1	       1,000	S	F	LNG5	01/01/2008	LING-35577D17-AUTU14F	1			1	4	DUMMY	FINISHING	EA	N	11/22/2010	SCONRAD	0									1				
35577D17-AUTU14F	50268078	0100	ZP03	        0	       1,000	MIN	F	LNG5	01/01/2008	LING-35577D17-AUTU14F	1			1	4		No Tape & Reel	EA	N	11/22/2010	SCONRAD	0	X								1				
35577D17-AUTU14T	50286335	0010	ZP01	      1.0	       8,290	HR	T	ATK5	01/01/2008	ATK1-35577D17-AUTU14T	1			1	4	SVM1032T	UNIT BASED	EA	N	11/23/2010	SCONRAD	0									1	UNIT			
35577D17-AUTU14T	50286335	0020	PP01	        1	       1,000	S	T	ATK5	01/01/2008	ATK1-35577D17-AUTU14T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU14T	50286335	0100	ZP04	        0	       1,000	MIN	T	ATK5	01/01/2008	ATK1-35577D17-AUTU14T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500080511	CPO1	650071				1				
35577D17-AUTU14T	50286337	0010	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LING-35577D17-AUTU14T	1			1	4	SVM1012T	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU14T	50286337	0020	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LING-35577D17-AUTU14T	1			1	4	SVM1014T	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU14T	50286337	0030	ZP01	        1	       1,000	S	T	LNG5	01/01/2008	LING-35577D17-AUTU14T	1			1	4	DUMMY	TEST	EA	N	11/23/2010	SCONRAD	0									1				
35577D17-AUTU14T	50286337	0100	ZP04	        0	       1,000	MIN	T	LNG5	01/01/2008	LING-35577D17-AUTU14T	1			1	4		Final Test	EA	N	11/23/2010	SCONRAD	0	X		5500070206	CPO1	650071				1				
35577D17-AUTU16F	50373270	0010	PP01	       10	       1,000	MIN	F	LNG5	01/01/2008	LNG5-35577D17-AUTU16F	1			1	4	FGF	FINISHING	EA	N	08/09/2012	BPENUMAKA	0									1				
35577D17-AUTU16F	50373270	0020	PP01	        1	       1,000	S	F	LNG5	01/01/2008	LNG5-35577D17-AUTU16F	1			1	4	DUMMY	FINISHING	EA	N	08/09/2012	BPENUMAKA	0									1				
35577D17-AUTU16F	50373270	0100	ZP03	        0	       1,000	MIN	F	LNG5	01/01/2008	LNG5-35577D17-AUTU16F	1			1	4		No Tape & Reel	EA	N	08/09/2012	BPENUMAKA	0	X								1				
35577D17-AUTU16T	50326002	0010	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LNG5-35577D17-AUTU16T	1			1	4	SVM1012T	TEST	EA	N	02/04/2011	BPENUMAKA	0									1				
35577D17-AUTU16T	50326002	0020	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LNG5-35577D17-AUTU16T	1			1	4	SVM1014T	TEST	EA	N	02/04/2011	BPENUMAKA	0									1				
35577D17-AUTU16T	50326002	0030	ZP01	        1	       1,000	S	T	LNG5	01/01/2008	LNG5-35577D17-AUTU16T	1			1	4	DUMMY	TEST	EA	N	02/04/2011	BPENUMAKA	0									1				
35577D17-AUTU16T	50326002	0100	ZP04	        0	       1,000	MIN	T	LNG5	01/01/2008	LNG5-35577D17-AUTU16T	1			1	4		Final Test	EA	N	02/04/2011	BPENUMAKA	0	X		5500070207	CPO1	650071				1				
35577D17-AUTU17A	50326003	0010	PP01	      100	       1,000	MIN	A	ATK5	01/01/2008	ATK5-35577D17-AUTU17A	1			1	4	AUTA	ASSEMBLY	EA	N	02/04/2011	BPENUMAKA	0									1				
35577D17-AUTU17A	50326003	0020	PP01	        1	       1,000	S	A	ATK5	01/01/2008	ATK5-35577D17-AUTU17A	1			1	4	DUMMY	ASSEMBLY	EA	N	02/04/2011	BPENUMAKA	0									1				
35577D17-AUTU17A	50326003	0100	ZP04	        0	       1,000	MIN	A	ATK5	01/01/2008	ATK5-35577D17-AUTU17A	1			1	4		Assembly	EA	N	02/04/2011	BPENUMAKA	0	X		5500096325	CPO1	650070				1				
35577D17-AUTU17F	50326005	0010	PP01	       10	       1,000	MIN	F	ATK6	01/01/2008	ATK6-35577D17-AUTU17F	1			1	4	FGF	FINISHING	EA	N	02/04/2011	BPENUMAKA	0									1				
35577D17-AUTU17F	50326005	0020	PP01	        1	       1,000	S	F	ATK6	01/01/2008	ATK6-35577D17-AUTU17F	1			1	4	DUMMY	FINISHING	EA	N	02/04/2011	BPENUMAKA	0									1				
35577D17-AUTU17F	50326005	0100	ZP04	        0	       1,000	MIN	F	ATK6	01/01/2008	ATK6-35577D17-AUTU17F	1			1	4		Tape & Reel	EA	N	02/04/2011	BPENUMAKA	0	X		5500078766	CPO1	650072				1				
35577D17-AUTU17F	50447769	0010	ZP01	       10	       1,000	MIN	F	ATK5	01/01/2008	ATK5-35577D17-AUTU17F	1			1	4	FGF	FINISHING	EA	N	10/23/2014	MILONG	0									1				
35577D17-AUTU17F	50447769	0020	ZP01	        1	       1,000	S	F	ATK5	01/01/2008	ATK5-35577D17-AUTU17F	1			1	4	DUMMY	FINISHING	EA	N	10/23/2014	MILONG	0									1				
35577D17-AUTU17F	50447769	0100	ZP04		       1,000		F	ATK5	01/01/2008	ATK5-35577D17-AUTU17F	1			1	4		TAPE & REEL	EA	N	10/23/2014	MILONG	0	X		5500112036	CPO1	650072				1				
35577D17-AUTU17T	50326007	0010	ZP01	      1.0	       8,290	HR	T	ATK5	01/01/2008	ATK5-35577D17-AUTU17T	1			1	4	SVM1032T	UNIT BASED	EA	N	02/04/2011	BPENUMAKA	0									1	UNIT			
35577D17-AUTU17T	50326007	0020	PP01	        1	       1,000	S	T	ATK5	01/01/2008	ATK5-35577D17-AUTU17T	1			1	4	DUMMY	TEST	EA	N	02/04/2011	BPENUMAKA	0									1				
35577D17-AUTU17T	50326007	0100	ZP04	        0	       1,000	MIN	T	ATK5	01/01/2008	ATK5-35577D17-AUTU17T	1			1	4		Final Test	EA	N	02/04/2011	BPENUMAKA	0	X		5500080513	CPO1	650071				1				
35577D17-AUTU19A	50332427	0010	PP01	      100	       1,000	MIN	A	ATK5	01/01/2008	ATK5-35577D17-AUTU19A	1			1	4	AUTA	ASSEMBLY	EA	N	03/28/2011	BPENUMAKA	0									1				
35577D17-AUTU19A	50332427	0020	PP01	        1	       1,000	S	A	ATK5	01/01/2008	ATK5-35577D17-AUTU19A	1			1	4	DUMMY	ASSEMBLY	EA	N	03/28/2011	BPENUMAKA	0									1				
35577D17-AUTU19A	50332427	0100	ZP04	        0	       1,000	MIN	A	ATK5	01/01/2008	ATK5-35577D17-AUTU19A	1			1	4		Assembly	EA	N	03/28/2011	BPENUMAKA	0	X		5500096327	CPO1	650070				1				
35577D17-AUTU19A	50332428	0010	PP01	      100	       1,000	MIN	A	LNG5	01/01/2008	LNG5-35577D17-AUTU19A	1			1	4	AUTA	ASSEMBLY	EA	N	03/28/2011	BPENUMAKA	0									1				
35577D17-AUTU19A	50332428	0020	PP01	        1	       1,000	S	A	LNG5	01/01/2008	LNG5-35577D17-AUTU19A	1			1	4	DUMMY	ASSEMBLY	EA	N	03/28/2011	BPENUMAKA	0									1				
35577D17-AUTU19A	50332428	0100	ZP04	        0	       1,000	MIN	A	LNG5	01/01/2008	LNG5-35577D17-AUTU19A	1			1	4		Assembly	EA	N	03/28/2011	BPENUMAKA	0	X		5500095421	CPO1	650070				1				
35577D17-AUTU19F	50332430	0010	PP01	       10	       1,000	MIN	F	LNG5	01/01/2008	LNG5-35577D17-AUTU19F	1			1	4	FGF	FINISHING	EA	N	03/28/2011	BPENUMAKA	0									1				
35577D17-AUTU19F	50332430	0020	PP01	        1	       1,000	S	F	LNG5	01/01/2008	LNG5-35577D17-AUTU19F	1			1	4	DUMMY	FINISHING	EA	N	03/28/2011	BPENUMAKA	0									1				
35577D17-AUTU19F	50332430	0100	ZP03	        0	       1,000	MIN	F	LNG5	01/01/2008	LNG5-35577D17-AUTU19F	1			1	4		No Tape & Reel	EA	N	03/28/2011	BPENUMAKA	0	X								1				
35577D17-AUTU19F	50452213	0010	ZP01	       10	       1,000	MIN	F	ATK5	01/01/2008	ATK5-35577D17-AUTU19F	1			1	4	FGF	FINISHING	EA	N	11/07/2014	AGANESH	0									1				
35577D17-AUTU19F	50452213	0020	ZP01	        1	       1,000	S	F	ATK5	01/01/2008	ATK5-35577D17-AUTU19F	1			1	4	DUMMY	FINISHING	EA	N	11/07/2014	AGANESH	0									1				
35577D17-AUTU19F	50452213	0100	ZP03		       1,000		F	ATK5	01/01/2008	ATK5-35577D17-AUTU19F	1			1	4		FINISHING	EA	N	11/07/2014	AGANESH	0	X								1				
35577D17-AUTU19T	50332431	0010	ZP01	      1.0	       8,290	HR	T	ATK5	01/01/2008	ATK5-35577D17-AUTU19T	1			1	4	SVM1032T	UNIT BASED	EA	N	03/28/2011	BPENUMAKA	0									1	UNIT			
35577D17-AUTU19T	50332431	0020	PP01	        1	       1,000	S	T	ATK5	01/01/2008	ATK5-35577D17-AUTU19T	1			1	4	DUMMY	TEST	EA	N	03/28/2011	BPENUMAKA	0									1				
35577D17-AUTU19T	50332431	0100	ZP04	        0	       1,000	MIN	T	ATK5	01/01/2008	ATK5-35577D17-AUTU19T	1			1	4		Final Test	EA	N	03/28/2011	BPENUMAKA	0	X		5500080515	CPO1	650071				1				
35577D17-AUTU19T	50332432	0010	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LNG5-35577D17-AUTU19T	1			1	4	SVM1012T	TEST	EA	N	03/28/2011	BPENUMAKA	0									1				
35577D17-AUTU19T	50332432	0020	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LNG5-35577D17-AUTU19T	1			1	4	SVM1014T	TEST	EA	N	03/28/2011	BPENUMAKA	0									1				
35577D17-AUTU19T	50332432	0030	ZP01	        1	       1,000	S	T	LNG5	01/01/2008	LNG5-35577D17-AUTU19T	1			1	4	DUMMY	TEST	EA	N	03/28/2011	BPENUMAKA	0									1				
35577D17-AUTU19T	50332432	0100	ZP04	        0	       1,000	MIN	T	LNG5	01/01/2008	LNG5-35577D17-AUTU19T	1			1	4		Final Test	EA	N	03/28/2011	BPENUMAKA	0	X		5500070210	CPO1	650071				1				
35577D17-AUTU20F	50346380	0010	PP01	       10	       1,000	MIN	F	SJO1	01/01/2008	SJO1-35577D17-AUTU20F	1			1	4	FGF	FINISHING	EA	N	09/23/2011	MGRAY	0									1				
35577D17-AUTU20F	50346380	0020	PP01	        1	       1,000	S	F	SJO1	01/01/2008	SJO1-35577D17-AUTU20F	1			1	4	DUMMY	FINISHING	EA	N	09/23/2011	MGRAY	0									1				
35577D17-AUTU20F	50346380	0100	ZP03		       1,000		F	SJO1	01/01/2008	SJO1-35577D17-AUTU20F	1			1	4	SJO120	Internal Finishing	EA	N	09/23/2011	MGRAY	0	X								1				
35577D17-AUTU20T	50346381	0010	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LNG5-35577D17-AUTU20T	1			1	4	MGT1010T	TEST	EA	N	09/23/2011	MGRAY	0									1				
35577D17-AUTU20T	50346381	0020	ZP01	      1.0	         883	HR	T	LNG5	01/01/2008	LNG5-35577D17-AUTU20T	1			1	4	MGT1011T	TEST	EA	N	09/23/2011	MGRAY	0									1				
35577D17-AUTU20T	50346381	0030	ZP01	        1	       1,000	S	T	LNG5	01/01/2008	LNG5-35577D17-AUTU20T	1			1	4	DUMMY	TEST	EA	N	09/23/2011	MGRAY	0									1				
35577D17-AUTU20T	50346381	0100	ZP04	        0	       1,000	MIN	T	LNG5	01/01/2008	LNG5-35577D17-AUTU20T	1			1	4		Final Test	EA	N	09/23/2011	MGRAY	0	X		5500070211	CPO1	650071				1				
35577D17-AUTU21A	50374815	0010	PP01	      100	       1,000	MIN	A	ATK5	01/01/2012	ATK5-35577D17-AUTU21A	1			1	4	AUTA	ASSEMBLY	EA	N	08/31/2012	AGANESH	0									1				
35577D17-AUTU21A	50374815	0020	PP01	        1	       1,000	S	A	ATK5	01/01/2012	ATK5-35577D17-AUTU21A	1			1	4	DUMMY	ASSEMBLY	EA	N	08/31/2012	AGANESH	0									1				
35577D17-AUTU21A	50374815	0100	ZP04	  980.010	       1,000	S	A	ATK5	01/01/2012	ATK5-35577D17-AUTU21A	1			1	4		ASSEMBLY	EA	N	08/31/2012	AGANESH	0	X		5500096328	CPO1	650070				1				
35577D17-AUTU21A	50374816	0010	PP01	      100	       1,000	MIN	A	LNG5	01/01/2012	LNG5-35577D17-AUTU21A	1			1	4	AUTA	ASSEMBLY	EA	N	08/31/2012	AGANESH	0									1				
35577D17-AUTU21A	50374816	0020	PP01	        1	       1,000	S	A	LNG5	01/01/2012	LNG5-35577D17-AUTU21A	1			1	4	DUMMY	ASSEMBLY	EA	N	08/31/2012	AGANESH	0									1				
35577D17-AUTU21A	50374816	0100	ZP04	  980.010	       1,000	S	A	LNG5	01/01/2012	LNG5-35577D17-AUTU21A	1			1	4		ASSEMBLY	EA	N	08/31/2012	AGANESH	0	X		5500095423	CPO1	650070				1				
35577D17-AUTU21A	50381871	0010	PP01	      100	       1,000	MIN	A	ATP6	01/01/2008	ATP6-35577D17-AUTU21A	1			1	4	AUTA	ASSEMBLY	EA	N	11/29/2012	MGRAY	0									1				
35577D17-AUTU21A	50381871	0020	PP01	        1	       1,000	S	A	ATP6	01/01/2008	ATP6-35577D17-AUTU21A	1			1	4	DUMMY	ASSEMBLY	EA	N	11/29/2012	MGRAY	0									1				
35577D17-AUTU21A	50381871	0100	ZP04	        0	       1,000	MIN	A	ATP6	01/01/2008	ATP6-35577D17-AUTU21A	1			1	4		Assembly	EA	N	11/29/2012	MGRAY	0	X		5500096834	CPO1	650070				1				
35577D17-AUTU21F	50374817	0010	PP01	       10	       1,000	MIN	F	ATK6	01/01/2012	ATK6-35577D17-AUTU21F	1			1	4	FGF	FINISHING	EA	N	08/31/2012	AGANESH	0									1				
35577D17-AUTU21F	50374817	0020	PP01	        1	       1,000	S	F	ATK6	01/01/2012	ATK6-35577D17-AUTU21F	1			1	4	DUMMY	FINISHING	EA	N	08/31/2012	AGANESH	0									1				
35577D17-AUTU21F	50374817	0100	ZP03		       1,000		F	ATK6	01/01/2012	ATK6-35577D17-AUTU21F	1			1	4		FINISHING	EA	N	08/31/2012	AGANESH	0	X								1				
35577D17-AUTU21F	50374818	0010	PP01	       10	       1,000	MIN	F	LNG5	01/01/2012	LNG5-35577D17-AUTU21F	1			1	4	FGF	FINISHING	EA	N	08/31/2012	AGANESH	0									1				
35577D17-AUTU21F	50374818	0020	PP01	        1	       1,000	S	F	LNG5	01/01/2012	LNG5-35577D17-AUTU21F	1			1	4	DUMMY	FINISHING	EA	N	08/31/2012	AGANESH	0									1				
35577D17-AUTU21F	50374818	0100	ZP03		       1,000		F	LNG5	01/01/2012	LNG5-35577D17-AUTU21F	1			1	4		FINISHING	EA	N	08/31/2012	AGANESH	0	X								1				
35577D17-AUTU21F	50410242	0010	PP01	       10	       1,000	MIN	F	ATP6	01/01/2008	ATP6-35577D17-AUTU21F	1			1	4	FGF	FINISHING	EA	N	10/17/2013	SCONRAD	0									1				
35577D17-AUTU21F	50410242	0020	PP01	        1	       1,000	S	F	ATP6	01/01/2008	ATP6-35577D17-AUTU21F	1			1	4	DUMMY	FINISHING	EA	N	10/17/2013	SCONRAD	0									1				
35577D17-AUTU21F	50410242	0100	ZP03	        0	       1,000	MIN	F	ATP6	01/01/2008	ATP6-35577D17-AUTU21F	1			1	4		No Tape & Reel	EA	N	10/17/2013	SCONRAD	0	X								1				
35577D17-AUTU21F	50469385	0010	ZP01	       10	       1,000	MIN	F	ATK5	01/01/2008	35577D17-AUTU21F	1			1	4	FGF	FINISHING	EA	N	06/26/2015	MGRAY	0									1				
35577D17-AUTU21F	50469385	0020	ZP01	        1	       1,000	S	F	ATK5	01/01/2008	35577D17-AUTU21F	1			1	4	DUMMY	FINISHING	EA	N	06/26/2015	MGRAY	0									1				
35577D17-AUTU21F	50469385	0100	ZP03		       1,000		F	ATK5	01/01/2008	35577D17-AUTU21F	1			1	4		NO TAPE AND REEL	EA	N	06/26/2015	MGRAY	0	X								1				
